fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
3826,UFC Fight Night: Dos Anjos vs. Ferguson,Rafael Dos Anjos,L,Tony Ferguson,W,Lightweight Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/9220acccebf14a46
3827,UFC Fight Night: Dos Anjos vs. Ferguson,Diego Sanchez,W,Marcin Held,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/c5a8e0098d1024ce
3828,UFC Fight Night: Dos Anjos vs. Ferguson,Ricardo Lamas,W,Charles Oliveira,L,Featherweight Bout,Submission,2,133,3,Jerin Valel,http://ufcstats.com/fight-details/e322eae035f7c00f
3829,UFC Fight Night: Dos Anjos vs. Ferguson,Martin Bravo,W,Claudio Puelles,L,Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,KO/TKO,2,115,3,Keith Peterson,http://ufcstats.com/fight-details/43a941e005a2d463
3830,UFC Fight Night: Dos Anjos vs. Ferguson,Beneil Dariush,W,Rashid Magomedov,L,Lightweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/00494c77d2a88f8c
3831,UFC Fight Night: Dos Anjos vs. Ferguson,Alexa Grasso,W,Heather Clark,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/52943c821416dc38
3832,UFC Fight Night: Dos Anjos vs. Ferguson,Erik Perez,W,Felipe Arantes,L,Bantamweight Bout,Decision - Split,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/51010081d59b4687
3833,UFC Fight Night: Dos Anjos vs. Ferguson,Marco Beltran,L,Joe Soto,W,Catch Weight Bout,Submission,1,97,3,Miguel Jimenez,http://ufcstats.com/fight-details/588a39cab19065bc
3834,UFC Fight Night: Dos Anjos vs. Ferguson,Erick Montano,L,Max Griffin,W,Welterweight Bout,KO/TKO,1,54,3,Jerin Valel,http://ufcstats.com/fight-details/23c6a428df1569bc
3835,UFC Fight Night: Dos Anjos vs. Ferguson,Henry Briones,L,Douglas Silva de Andrade,W,Bantamweight Bout,KO/TKO,3,153,3,Keith Peterson,http://ufcstats.com/fight-details/29df50b2ea446361
3836,UFC Fight Night: Dos Anjos vs. Ferguson,Sam Alvey,W,Alex Nicholson,L,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/2c39797c6574ff29
3837,UFC Fight Night: Dos Anjos vs. Ferguson,Marco Polo Reyes,W,Jason Novelli,L,Lightweight Bout,Decision - Split,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/c1e039419a671b9e
3838,UFC Fight Night: Dos Anjos vs. Ferguson,Enrique Barzola,W,Chris Avila,L,Featherweight Bout,Decision - Unanimous,3,300,3,Miguel Jimenez,http://ufcstats.com/fight-details/4fa26e1e88583ab5
3839,UFC 204: Bisping vs. Henderson,Michael Bisping,W,Dan Henderson,L,UFC Middleweight Title Bout,Decision - Unanimous,5,300,5,Yves Lavigne,http://ufcstats.com/fight-details/eaa63c8fb9379426
3840,UFC 204: Bisping vs. Henderson,Vitor Belfort,L,Gegard Mousasi,W,Middleweight Bout,KO/TKO,2,163,3,Marc Goddard,http://ufcstats.com/fight-details/ebc7ec239faf7b0b
3841,UFC 204: Bisping vs. Henderson,Ovince Saint Preux,L,Jimi Manuwa,W,Light Heavyweight Bout,KO/TKO,2,158,3,Leon Roberts,http://ufcstats.com/fight-details/451d7d8c2a6bacb3
3842,UFC 204: Bisping vs. Henderson,Stefan Struve,W,Daniel Omielanczuk,L,Heavyweight Bout,Submission,2,101,3,Kevin Sataki,http://ufcstats.com/fight-details/17067cf55726c673
3843,UFC 204: Bisping vs. Henderson,Mirsad Bektic,W,Russell Doane,L,Featherweight Bout,Submission,1,262,3,Yves Lavigne,http://ufcstats.com/fight-details/23253ebb1d86d8b4
3844,UFC 204: Bisping vs. Henderson,Brad Pickett,L,Iuri Alcantara,W,Bantamweight Bout,Submission,1,119,3,Marc Goddard,http://ufcstats.com/fight-details/2f9a8807807b80d6
3845,UFC 204: Bisping vs. Henderson,Davey Grant,L,Damian Stasiak,W,Bantamweight Bout,Submission,3,176,3,Kevin Sataki,http://ufcstats.com/fight-details/3be121d4f5460893
3846,UFC 204: Bisping vs. Henderson,Leon Edwards,W,Albert Tumenov,L,Welterweight Bout,Submission,3,181,3,Yves Lavigne,http://ufcstats.com/fight-details/47dfd70b5780d68a
3847,UFC 204: Bisping vs. Henderson,Lukasz Sajewski,L,Marc Diakiese,W,Lightweight Bout,KO/TKO,2,280,3,Leon Roberts,http://ufcstats.com/fight-details/8794b5f9a591daf6
3848,UFC 204: Bisping vs. Henderson,Danny Roberts,L,Mike Perry,W,Welterweight Bout,KO/TKO,3,280,3,Marc Goddard,http://ufcstats.com/fight-details/85bec51d0bdf511f
3849,UFC 204: Bisping vs. Henderson,Leonardo Santos,W,Adriano Martins,L,Lightweight Bout,Decision - Split,3,300,3,Kevin Sataki,http://ufcstats.com/fight-details/87b61c1d72232a84
3850,UFC Fight Night: Lineker vs. Dodson,John Lineker,W,John Dodson,L,Bantamweight Bout,Decision - Split,5,300,5,John McCarthy,http://ufcstats.com/fight-details/8793208907eca67f
3851,UFC Fight Night: Lineker vs. Dodson,Will Brooks,L,Alex Oliveira,W,Lightweight Bout,KO/TKO,3,210,3,Herb Dean,http://ufcstats.com/fight-details/3a8cc4cda195d758
3852,UFC Fight Night: Lineker vs. Dodson,Joshua Burkman,L,Zak Ottow,W,Welterweight Bout,Decision - Split,3,300,3,John McCarthy,http://ufcstats.com/fight-details/21b361d723fcf3cd
3853,UFC Fight Night: Lineker vs. Dodson,Louis Smolka,L,Brandon Moreno,W,Flyweight Bout,Submission,1,143,3,Dan Miragliotta,http://ufcstats.com/fight-details/b43dfe6743160a66
3854,UFC Fight Night: Lineker vs. Dodson,Henrique da Silva,W,Joachim Christensen,L,Light Heavyweight Bout,Submission,2,283,3,John McCarthy,http://ufcstats.com/fight-details/a27a9b7b8194e8fc
3855,UFC Fight Night: Lineker vs. Dodson,Hacran Dias,L,Andre Fili,W,Featherweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/11b369120409d2aa
3856,UFC Fight Night: Lineker vs. Dodson,Shamil Abdurakhimov,W,Walt Harris,L,Heavyweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/412735f3e0b66ea6
3857,UFC Fight Night: Lineker vs. Dodson,Keita Nakamura,L,Elizeu Zaleski dos Santos,W,Welterweight Bout,Decision - Unanimous,3,300,3,Dave Hagen,http://ufcstats.com/fight-details/958f6e5b79ff8c33
3858,UFC Fight Night: Lineker vs. Dodson,Nate Marquardt,W,Tamdan McCrory,L,Middleweight Bout,KO/TKO,2,284,3,John McCarthy,http://ufcstats.com/fight-details/ba7250ef080d1603
3859,UFC Fight Night: Lineker vs. Dodson,Jonathan Wilson,L,Ion Cutelaba,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/1cca8ba792f1e1d9
3860,UFC Fight Night: Lineker vs. Dodson,Cody East,L,Curtis Blaydes,W,Heavyweight Bout,KO/TKO,2,122,3,Dave Hagen,http://ufcstats.com/fight-details/4efbd869aa0211d2
3861,UFC Fight Night: Lineker vs. Dodson,Kelly Faszholz,L,Ketlen Vieira,W,Women's Bantamweight Bout,Decision - Split,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/98e3b4d05ecc36a2
3862,UFC Fight Night: Cyborg vs. Lansberg,Cristiane Justino,W,Lina Lansberg,L,Catch Weight Bout,KO/TKO,2,149,5,Mario Yamasaki,http://ufcstats.com/fight-details/76c5f66afe6ab192
3863,UFC Fight Night: Cyborg vs. Lansberg,Renan Barao,W,Phillipe Nover,L,Featherweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/50935ae1627fc89b
3864,UFC Fight Night: Cyborg vs. Lansberg,Roy Nelson,W,Antonio Silva,L,Heavyweight Bout,KO/TKO,2,250,3,John McCarthy,http://ufcstats.com/fight-details/5c5ed0416e881faf
3865,UFC Fight Night: Cyborg vs. Lansberg,Francisco Trinaldo,W,Paul Felder,L,Lightweight Bout,TKO - Doctor's Stoppage,3,145,3,Osiris Maia,http://ufcstats.com/fight-details/845907142e023077
3866,UFC Fight Night: Cyborg vs. Lansberg,Thiago Santos,L,Eric Spicely,W,Middleweight Bout,Submission,1,178,3,John McCarthy,http://ufcstats.com/fight-details/66b8f3426f36fdf7
3867,UFC Fight Night: Cyborg vs. Lansberg,Godofredo Pepey,W,Mike de la Torre,L,Featherweight Bout,Submission,1,183,3,Mario Yamasaki,http://ufcstats.com/fight-details/c29b63d6cd2ba413
3868,UFC Fight Night: Cyborg vs. Lansberg,Gilbert Burns,L,Michel Prazeres,W,Lightweight Bout,Decision - Unanimous,3,300,3,Osiris Maia,http://ufcstats.com/fight-details/6f2a4a2f769eb9e3
3869,UFC Fight Night: Cyborg vs. Lansberg,Rani Yahya,W,Michinori Tanaka,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Fernando Portella,http://ufcstats.com/fight-details/0408a452fb5c3e14
3870,UFC Fight Night: Cyborg vs. Lansberg,Jussier Formiga,W,Dustin Ortiz,L,Flyweight Bout,Decision - Unanimous,3,300,3,Camila Albuquerque,http://ufcstats.com/fight-details/39c16381a9722735
3871,UFC Fight Night: Cyborg vs. Lansberg,Erick Silva,W,Luan Chagas,L,Welterweight Bout,Submission,3,237,3,Osiris Maia,http://ufcstats.com/fight-details/0e9b7e682e0a79f1
3872,UFC Fight Night: Cyborg vs. Lansberg,Alan Patrick,W,Stevie Ray,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/1afa8d6ae4d8a5b2
3873,UFC Fight Night: Cyborg vs. Lansberg,Vicente Luque,W,Hector Urbina,L,Welterweight Bout,KO/TKO,1,60,3,Fernando Portella,http://ufcstats.com/fight-details/5948876f1d80c21a
3874,UFC Fight Night: Cyborg vs. Lansberg,Glaico Franca Moreira,L,Gregor Gillespie,W,Lightweight Bout,Decision - Unanimous,3,300,3,Camila Albuquerque,http://ufcstats.com/fight-details/fae3f395669b7285
3875,UFC Fight Night: Poirier vs. Johnson,Dustin Poirier,L,Michael Johnson,W,Lightweight Bout,KO/TKO,1,95,5,Dan Miragliotta,http://ufcstats.com/fight-details/692241119228cc82
3876,UFC Fight Night: Poirier vs. Johnson,Uriah Hall,L,Derek Brunson,W,Middleweight Bout,KO/TKO,1,101,3,Herb Dean,http://ufcstats.com/fight-details/f4cdc944e27c2cd2
3877,UFC Fight Night: Poirier vs. Johnson,Evan Dunham,W,Ricky Glenn,L,Lightweight Bout,Decision - Unanimous,3,300,3,Jacob Montalvo,http://ufcstats.com/fight-details/0596fc5eba5c1fe0
3878,UFC Fight Night: Poirier vs. Johnson,Roan Carneiro,W,Kenny Robertson,L,Welterweight Bout,Decision - Split,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/054f1423ba7c121e
3879,UFC Fight Night: Poirier vs. Johnson,Chris Wade,L,Islam Makhachev,W,Lightweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/144b0c1dd6c909f3
3880,UFC Fight Night: Poirier vs. Johnson,Chas Skelly,W,Maximo Blanco,L,Featherweight Bout,Submission,1,19,3,Herb Dean,http://ufcstats.com/fight-details/00b7497b02b3b2bb
3881,UFC Fight Night: Poirier vs. Johnson,Gabriel Benitez,W,Sam Sicilia,L,Featherweight Bout,Submission,2,80,3,Dan Miragliotta,http://ufcstats.com/fight-details/4f6f7f1ad8954bb6
3882,UFC Fight Night: Poirier vs. Johnson,Augusto Montano,L,Belal Muhammad,W,Welterweight Bout,KO/TKO,3,259,3,Herb Dean,http://ufcstats.com/fight-details/4df1d3183929d021
3883,UFC Fight Night: Poirier vs. Johnson,Antonio Carlos Junior,W,Leonardo Guimaraes,L,Middleweight Bout,Submission,3,286,3,Jacob Montalvo,http://ufcstats.com/fight-details/c87d2569da8d4305
3884,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez,W,Joey Gomez,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/187681b2843174b5
3885,UFC Fight Night: Poirier vs. Johnson,Erick Montano,L,Randy Brown,W,Welterweight Bout,Submission,3,18,3,Jacob Montalvo,http://ufcstats.com/fight-details/30b33d032605c885
3886,UFC Fight Night: Poirier vs. Johnson,Alejandro Perez,D,Albert Morales,D,Bantamweight Bout,Decision - Majority,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/96adba2273a13f46
3887,UFC 203: Miocic vs. Overeem,Stipe Miocic,W,Alistair Overeem,L,UFC Heavyweight Title Bout,KO/TKO,1,267,5,Marc Goddard,http://ufcstats.com/fight-details/19df0d0cb1269fa7
3888,UFC 203: Miocic vs. Overeem,Fabricio Werdum,W,Travis Browne,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Gary Copeland,http://ufcstats.com/fight-details/409bcfacb259999a
3889,UFC 203: Miocic vs. Overeem,CM Punk,L,Mickey Gall,W,Welterweight Bout,Submission,1,134,3,Keith Peterson,http://ufcstats.com/fight-details/26e6a2705a1e9e72
3890,UFC 203: Miocic vs. Overeem,Urijah Faber,L,Jimmie Rivera,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Gary Copeland,http://ufcstats.com/fight-details/971d9fa5947a4bb7
3891,UFC 203: Miocic vs. Overeem,Jessica Andrade,W,Joanne Wood,L,Women's Strawweight Bout,Submission,1,278,3,Jerry Poe,http://ufcstats.com/fight-details/52bc6927e80aca5d
3892,UFC 203: Miocic vs. Overeem,Jessica Eye,L,Bethe Correia,W,Women's Bantamweight Bout,Decision - Split,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/e9ffcf05270a320a
3893,UFC 203: Miocic vs. Overeem,Brad Tavares,W,Caio Magalhaes,L,Middleweight Bout,Decision - Split,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/c8ca99d1adc5448d
3894,UFC 203: Miocic vs. Overeem,Nik Lentz,W,Michael McBride,L,Lightweight Bout,KO/TKO,2,257,3,Gary Copeland,http://ufcstats.com/fight-details/9b1386a28b81bcd5
3895,UFC 203: Miocic vs. Overeem,Drew Dober,W,Jason Gonzalez,L,Lightweight Bout,KO/TKO,1,105,3,Jerry Poe,http://ufcstats.com/fight-details/5d5abb5dade718de
3896,UFC 203: Miocic vs. Overeem,Yancy Medeiros,W,Sean Spencer,L,Welterweight Bout,Submission,2,49,3,Marc Goddard,http://ufcstats.com/fight-details/1c85f793ea4f9caa
3897,UFC Fight Night: Arlovski vs. Barnett,Andrei Arlovski,L,Josh Barnett,W,Heavyweight Bout,Submission,3,173,5,Leon Roberts,http://ufcstats.com/fight-details/a3b972117a3998ee
3898,UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson,W,Jan Blachowicz,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/0549b655619774c5
3899,UFC Fight Night: Arlovski vs. Barnett,Ryan Bader,W,Ilir Latifi,L,Light Heavyweight Bout,KO/TKO,2,126,3,Neil Hall,http://ufcstats.com/fight-details/5237736e6b37c609
3900,UFC Fight Night: Arlovski vs. Barnett,Nick Hein,W,Tae Hyun Bang,L,Lightweight Bout,Decision - Unanimous,3,300,3,Lukasz Bosacki,http://ufcstats.com/fight-details/31dd8b5d6444f19b
3901,UFC Fight Night: Arlovski vs. Barnett,Jessin Ayari,W,Jim Wallhead,L,Welterweight Bout,Decision - Split,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/d6389fa434e86916
3902,UFC Fight Night: Arlovski vs. Barnett,Peter Sobotta,W,Nicolas Dalby,L,Welterweight Bout,Decision - Unanimous,3,300,3,Leon Roberts,http://ufcstats.com/fight-details/69ecd4aa5a550f7b
3903,UFC Fight Night: Arlovski vs. Barnett,Ashlee Evans-Smith,W,Veronica Hardy,L,Women's Bantamweight Bout,KO/TKO,3,166,3,Neil Hall,http://ufcstats.com/fight-details/bd887c173d3050bf
3904,UFC Fight Night: Arlovski vs. Barnett,Taylor Lapilus,W,Leandro Issa,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Lukasz Bosacki,http://ufcstats.com/fight-details/f24144fbe9e32c10
3905,UFC Fight Night: Arlovski vs. Barnett,Jarjis Danho,D,Christian Colombo,D,Heavyweight Bout,Decision - Majority,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/ddb4376695f115b9
3906,UFC Fight Night: Arlovski vs. Barnett,Scott Askham,L,Jack Hermansson,W,Middleweight Bout,Decision - Unanimous,3,300,3,Leon Roberts,http://ufcstats.com/fight-details/d38cd293a0c3fdfd
3907,UFC Fight Night: Arlovski vs. Barnett,Rustam Khabilov,W,Leandro Silva,L,Lightweight Bout,Decision - Unanimous,3,300,3,Neil Hall,http://ufcstats.com/fight-details/c5c1deb1607f69b4
3908,UFC on FOX: Maia vs. Condit,Demian Maia,W,Carlos Condit,L,Welterweight Bout,Submission,1,112,5,John McCarthy,http://ufcstats.com/fight-details/f19d1c8ca5660240
3909,UFC on FOX: Maia vs. Condit,Anthony Pettis,W,Charles Oliveira,L,Featherweight Bout,Submission,3,109,3,Yves Lavigne,http://ufcstats.com/fight-details/51d3be5e8aee5cd9
3910,UFC on FOX: Maia vs. Condit,Paige VanZant,W,Bec Rawlings,L,Women's Strawweight Bout,KO/TKO,2,17,3,Dan Miragliotta,http://ufcstats.com/fight-details/0bf8bb9b4ef329f9
3911,UFC on FOX: Maia vs. Condit,Joe Lauzon,L,Jim Miller,W,Lightweight Bout,Decision - Split,3,300,3,John McCarthy,http://ufcstats.com/fight-details/e15b393a27c07043
3912,UFC on FOX: Maia vs. Condit,Sam Alvey,W,Kevin Casey,L,Middleweight Bout,KO/TKO,2,296,3,Yves Lavigne,http://ufcstats.com/fight-details/70ab91b37be75408
3913,UFC on FOX: Maia vs. Condit,Enrique Barzola,L,Kyle Bochniak,W,Featherweight Bout,Decision - Split,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/df33799f117000cb
3914,UFC on FOX: Maia vs. Condit,Garreth McLellan,L,Alessio Di Chirico,W,Middleweight Bout,Decision - Split,3,300,3,Kevin Dornan,http://ufcstats.com/fight-details/f8df4cb5f22656c0
3915,UFC on FOX: Maia vs. Condit,Shane Campbell,L,Felipe Silva,W,Lightweight Bout,KO/TKO,1,73,3,John McCarthy,http://ufcstats.com/fight-details/c64537874352793a
3916,UFC on FOX: Maia vs. Condit,Chad Laprise,W,Thibault Gouti,L,Lightweight Bout,KO/TKO,1,96,3,Kevin Dornan,http://ufcstats.com/fight-details/00742aea8da72a35
3917,UFC on FOX: Maia vs. Condit,Jeremy Kennedy,W,Alex Ricci,L,Lightweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/f7114bf73eec4022
3918,UFC 202: Diaz vs. McGregor 2,Nate Diaz,L,Conor McGregor,W,Welterweight Bout,Decision - Majority,5,300,5,John McCarthy,http://ufcstats.com/fight-details/648396cc751c730d
3919,UFC 202: Diaz vs. McGregor 2,Anthony Johnson,W,Glover Teixeira,L,Light Heavyweight Bout,KO/TKO,1,13,3,Dan Miragliotta,http://ufcstats.com/fight-details/c0329bd8d3b302c6
3920,UFC 202: Diaz vs. McGregor 2,Rick Story,L,Donald Cerrone,W,Welterweight Bout,KO/TKO,2,122,3,Herb Dean,http://ufcstats.com/fight-details/781f9a642e7a9278
3921,UFC 202: Diaz vs. McGregor 2,Hyun Gyu Lim,L,Mike Perry,W,Welterweight Bout,KO/TKO,1,218,3,John McCarthy,http://ufcstats.com/fight-details/70f08a4771138817
3922,UFC 202: Diaz vs. McGregor 2,Tim Means,W,Sabah Homasi,L,Welterweight Bout,KO/TKO,2,176,3,Herb Dean,http://ufcstats.com/fight-details/a69a6da9560ed62c
3923,UFC 202: Diaz vs. McGregor 2,Cody Garbrandt,W,Takeya Mizugaki,L,Bantamweight Bout,KO/TKO,1,48,3,John McCarthy,http://ufcstats.com/fight-details/dbc72a4092a0b296
3924,UFC 202: Diaz vs. McGregor 2,Raquel Pennington,W,Elizabeth Phillips,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/6b6680338558bd46
3925,UFC 202: Diaz vs. McGregor 2,Artem Lobov,W,Chris Avila,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/d101d2ed58a7cf84
3926,UFC 202: Diaz vs. McGregor 2,Randa Markos,L,Cortney Casey,W,Women's Strawweight Bout,Submission,1,274,3,Mark Smith,http://ufcstats.com/fight-details/ec381753e852cb63
3927,UFC 202: Diaz vs. McGregor 2,Neil Magny,L,Lorenz Larkin,W,Welterweight Bout,KO/TKO,1,248,3,Dan Miragliotta,http://ufcstats.com/fight-details/ec067e9c9efd7aa1
3928,UFC 202: Diaz vs. McGregor 2,Colby Covington,W,Max Griffin,L,Welterweight Bout,KO/TKO,3,138,3,Mark Smith,http://ufcstats.com/fight-details/0294253e4a5b4725
3929,UFC 202: Diaz vs. McGregor 2,Alberto Uda,L,Marvin Vettori,W,Middleweight Bout,Submission,1,270,3,Dan Miragliotta,http://ufcstats.com/fight-details/41eb39f532e148d9
3930,UFC Fight Night: Rodriguez vs. Caceres,Yair Rodriguez,W,Alex Caceres,L,Featherweight Bout,Decision - Split,5,300,5,Herb Dean,http://ufcstats.com/fight-details/570f3407722cc512
3931,UFC Fight Night: Rodriguez vs. Caceres,Dennis Bermudez,W,Rony Jason,L,Featherweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/0344687c9852b1d2
3932,UFC Fight Night: Rodriguez vs. Caceres,Thales Leites,W,Chris Camozzi,L,Middleweight Bout,Submission,3,178,3,Dan Miragliotta,http://ufcstats.com/fight-details/78410b48feaba213
3933,UFC Fight Night: Rodriguez vs. Caceres,Santiago Ponzinibbio,W,Zak Cummings,L,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/787d94246afe18a3
3934,UFC Fight Night: Rodriguez vs. Caceres,Trevor Smith,W,Joseph Gigliotti,L,Middleweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/e35d878ba90d9769
3935,UFC Fight Night: Rodriguez vs. Caceres,Maryna Moroz,W,Danielle Taylor,L,Women's Strawweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/58c73a9562adcfe5
3936,UFC Fight Night: Rodriguez vs. Caceres,Court McGee,W,Dominique Steele,L,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/4a46b63c19cfa932
3937,UFC Fight Night: Rodriguez vs. Caceres,Viktor Pesta,L,Marcin Tybura,W,Heavyweight Bout,KO/TKO,2,53,3,John McCarthy,http://ufcstats.com/fight-details/3fe9e895b2a45049
3938,UFC Fight Night: Rodriguez vs. Caceres,David Teymur,W,Jason Novelli,L,Lightweight Bout,KO/TKO,2,85,3,Herb Dean,http://ufcstats.com/fight-details/cb76509b5c2f2a90
3939,UFC Fight Night: Rodriguez vs. Caceres,Teruto Ishihara,W,Horacio Gutierrez,L,Featherweight Bout,KO/TKO,1,152,3,Dave Seljestad,http://ufcstats.com/fight-details/34644c44229e41a1
3940,UFC Fight Night: Rodriguez vs. Caceres,Cub Swanson,W,Tatsuya Kawajiri,L,Featherweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/537c77f3b75a75ae
3941,UFC Fight Night: Rodriguez vs. Caceres,Chase Sherman,L,Justin Ledet,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Dave Seljestad,http://ufcstats.com/fight-details/02f4277726712796
3942,UFC 201: Lawler vs. Woodley,Robbie Lawler,L,Tyron Woodley,W,UFC Welterweight Title Bout,KO/TKO,1,132,5,Dan Miragliotta,http://ufcstats.com/fight-details/c67e5fec8e1876f0
3943,UFC 201: Lawler vs. Woodley,Rose Namajunas,L,Karolina Kowalkiewicz,W,Women's Strawweight Bout,Decision - Split,3,300,3,Blake Grice,http://ufcstats.com/fight-details/7f3763caa99a3486
